teamId,parentTeam,affiliateLevel,affiliateName,firstName,lastName,age,position,currentDisplayOVR,floorDisplay,ceilingDisplay,contact,power,eye,speed,defense,durability,stuff,control,stamina,velocity,movement,workEthic,mentalToughness,leadership,competitiveness,developmentProgram,developmentTrajectory,role,scoutingNote
det,Detroit Motor Kings,A_PLUS,Flint Torque Works,Cyrus,Rendon,22,SS,35,25,55,35,30,35,40,55,35,,,,,,72,83,85,89,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
det,Detroit Motor Kings,A,Kalamazoo Carburetors,Damon,Abarca,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,35,83,90,90,65,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
det,Detroit Motor Kings,ROOKIE,Dearborn Dynamos,Felix,Harrow,19,C,25,20,50,25,25,30,20,40,30,,,,,,94,55,46,78,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
det,Detroit Motor Kings,INTERNATIONAL,Valencia Motor Academy,Gavin,Okafor,18,SS,25,20,55,25,20,25,30,45,25,,,,,,66,62,51,91,defense,on_track,Academy middle-infield glove project,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as academy middle-infield glove project.
cle,Cleveland Forge,A_PLUS,Youngstown Blast Furnaces,Hugo,Velas,21,SP,45,40,70,20,20,20,20,30,45,55,45,55,50,60,80,74,63,69,breaking,ahead_of_curve,Top ranked pitching prospect / rotation or leverage upside,"Starter traits with enough pitch mix to stay in a rotation; breaking-ball quality is the carrying skill. Fits the org identity around pitching factory identity: command, movement, and defenders who turn extra outs into wins."
cle,Cleveland Forge,AA,Erie Hammerfall,Ilya,Daschle,23,SP,45,40,65,20,20,20,20,30,50,50,55,55,45,50,94,86,75,84,control,on_track,Impact follow prospect / everyday or rotation path,"Starter traits with enough pitch mix to stay in a rotation; command is the separator. Fits the org identity around pitching factory identity: command, movement, and defenders who turn extra outs into wins."
cle,Cleveland Forge,A_PLUS,Youngstown Blast Furnaces,Joaquin,Kimura,21,C,40,35,60,40,40,40,30,65,45,,,,,,69,56,87,62,defense,on_track,Scarcity-position prospect / above-average role path,"Catcher with staff-handling traits and a realistic defensive path; defense gives the profile a safer floor. Fits the org identity around pitching factory identity: command, movement, and defenders who turn extra outs into wins."
cle,Cleveland Forge,AA,Erie Hammerfall,Kaito,Solberg,22,2B,40,35,60,40,40,35,50,60,40,,,,,,83,68,50,77,tools,on_track,Athletic regular upside,Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Best used as athletic regular upside.
cle,Cleveland Forge,AAA,Akron Anvils,Leon,Bexley,25,RP,50,45,60,20,20,20,25,30,55,55,45,40,70,55,58,80,62,92,velocity,on_track,Near-ready relief or swingman option,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as near-ready relief or swingman option.
cle,Cleveland Forge,A_PLUS,Youngstown Blast Furnaces,Malik,Ibarra,21,3B,35,25,60,35,55,30,30,40,35,,,,,,72,92,74,70,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
cle,Cleveland Forge,A,Canton Steelhands,Noel,Prado,20,SS,35,25,55,35,30,35,40,60,35,,,,,,86,62,86,85,defense,on_track,Defense/speed development prospect,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense/speed development prospect.
cle,Cleveland Forge,A,Canton Steelhands,Orion,Walden,20,RP,30,20,60,20,20,20,25,30,30,35,25,20,50,35,61,74,49,63,velocity,on_track,Raw arm with starter traits,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as raw arm with starter traits.
cle,Cleveland Forge,ROOKIE,Lake Erie Tongs,Pavel,Eldridge,19,3B,30,20,60,30,40,35,25,40,30,,,,,,75,86,61,78,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
cle,Cleveland Forge,INTERNATIONAL,Maracay Forge Academy,Rey,Lagos,18,RP,30,20,60,20,20,20,25,30,30,35,25,20,50,35,89,56,73,93,velocity,bust_risk,International/rookie upside lottery ticket,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as international/rookie upside lottery ticket.
cle,Cleveland Forge,AAA,Akron Anvils,Santos,Tavares,27,C,45,40,50,45,45,50,35,65,50,,,,,,70,55,57,86,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
cle,Cleveland Forge,AAA,Akron Anvils,Talen,Bravik,26,2B,45,40,50,45,40,45,50,70,45,,,,,,81,62,62,62,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
cle,Cleveland Forge,AAA,Akron Anvils,Uri,Inoa,27,LF,45,40,50,45,55,50,40,55,45,,,,,,92,69,67,75,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
cle,Cleveland Forge,AAA,Akron Anvils,Vaughn,Paloma,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,50,64,76,72,88,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
cle,Cleveland Forge,AA,Erie Hammerfall,Wade,Zuniga,24,RP,40,35,55,20,20,20,25,30,45,45,35,30,60,45,75,83,77,64,velocity,on_track,Middle-relief shuttle candidate,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as middle-relief shuttle candidate.
cle,Cleveland Forge,AA,Erie Hammerfall,Yuri,Gallardo,24,RF,40,35,55,40,50,45,35,50,40,,,,,,86,90,82,77,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
cle,Cleveland Forge,A_PLUS,Youngstown Blast Furnaces,Zion,Nadeau,22,SS,35,25,55,35,30,35,40,60,35,,,,,,58,55,87,90,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
cle,Cleveland Forge,A,Canton Steelhands,Alonzo,Upton,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,35,69,62,43,66,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
cle,Cleveland Forge,ROOKIE,Lake Erie Tongs,Bruno,Cruzado,19,C,25,20,50,25,25,30,20,45,30,,,,,,80,69,48,79,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
cle,Cleveland Forge,INTERNATIONAL,Maracay Forge Academy,Cassian,Jasso,18,RP,25,20,55,20,20,20,25,30,25,30,20,20,45,30,91,76,53,92,velocity,on_track,Academy arm strength project,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as academy arm strength project.
col,Columbus Wayfinders,AA,Toledo Scarlet Acorns,Diego,Rinaldi,22,2B,45,40,65,45,45,40,55,60,45,,,,,,66,88,65,70,tools,on_track,Top ranked prospect / potential impact regular,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around balanced college performers, high makeup, and flexible position players with clear roles."
col,Columbus Wayfinders,AA,Toledo Scarlet Acorns,Enzo,Arden,23,SP,45,40,65,20,20,20,20,30,50,50,50,55,50,50,80,58,77,85,refinement,on_track,Impact follow prospect / everyday or rotation path,"Starter traits with enough pitch mix to stay in a rotation; refinement should decide the role. Fits the org identity around balanced college performers, high makeup, and flexible position players with clear roles."
col,Columbus Wayfinders,A_PLUS,Athens Campus Foxes,Franco,Hollis,21,C,40,35,60,40,40,40,30,60,45,,,,,,94,70,89,63,defense,on_track,Scarcity-position prospect / above-average role path,"Catcher with staff-handling traits and a realistic defensive path; defense gives the profile a safer floor. Fits the org identity around balanced college performers, high makeup, and flexible position players with clear roles."
col,Columbus Wayfinders,AA,Toledo Scarlet Acorns,Griffin,Osuna,22,CF,40,35,60,40,40,35,50,55,40,,,,,,69,82,52,78,tools,on_track,Athletic regular upside,Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Best used as athletic regular upside.
col,Columbus Wayfinders,AAA,Dayton Night Oaks,Hayes,Virelli,25,RP,50,45,60,20,20,20,25,30,55,55,45,40,70,50,83,94,64,93,velocity,on_track,Near-ready relief or swingman option,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as near-ready relief or swingman option.
col,Columbus Wayfinders,A_PLUS,Athens Campus Foxes,Ivan,Decker,21,3B,35,25,60,35,55,30,30,35,35,,,,,,58,64,76,71,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
col,Columbus Wayfinders,A,Springfield Seedlings,Jasper,Korman,20,SS,35,25,55,35,30,35,40,55,35,,,,,,72,76,88,86,defense,on_track,Defense/speed development prospect,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense/speed development prospect.
col,Columbus Wayfinders,A,Springfield Seedlings,Kai,Stellan,20,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,30,86,88,51,64,stamina,on_track,Raw arm with starter traits,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as raw arm with starter traits.
col,Columbus Wayfinders,ROOKIE,Newark Nutcrackers,Leland,Amador,19,RF,30,20,60,30,40,35,25,35,30,,,,,,61,58,63,79,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
col,Columbus Wayfinders,INTERNATIONAL,Puerto Plata Wayfinder Academy,Marco,Hoshino,18,2B,30,20,60,30,25,30,35,50,30,,,,,,75,70,75,94,defense,bust_risk,International/rookie upside lottery ticket,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as international/rookie upside lottery ticket.
col,Columbus Wayfinders,AAA,Dayton Night Oaks,Nestor,Otero,27,C,45,40,50,45,45,50,35,60,50,,,,,,95,69,59,87,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
col,Columbus Wayfinders,AAA,Dayton Night Oaks,Otis,Yoshida,26,3B,45,40,50,45,55,50,40,50,45,,,,,,67,76,64,63,fundamentals,on_track,Utility infielder / contact bench bat,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as utility infielder / contact bench bat.
col,Columbus Wayfinders,AAA,Dayton Night Oaks,Paolo,Fenn,27,LF,45,40,50,45,55,50,40,50,45,,,,,,78,83,69,76,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
col,Columbus Wayfinders,AAA,Dayton Night Oaks,Ramon,Montano,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,45,89,90,74,89,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
col,Columbus Wayfinders,AA,Toledo Scarlet Acorns,Samir,Talbot,24,RP,40,35,55,20,20,20,25,30,45,45,35,30,60,40,61,55,79,65,velocity,on_track,Middle-relief shuttle candidate,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as middle-relief shuttle candidate.
col,Columbus Wayfinders,AA,Toledo Scarlet Acorns,Tucker,Barrow,24,RF,40,35,55,40,50,45,35,45,40,,,,,,72,62,84,78,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
col,Columbus Wayfinders,A_PLUS,Athens Campus Foxes,Vito,Ibarra,22,SS,35,25,55,35,30,35,40,55,35,,,,,,83,69,89,91,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
col,Columbus Wayfinders,A,Springfield Seedlings,Weston,Park,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,30,94,76,45,67,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
col,Columbus Wayfinders,ROOKIE,Newark Nutcrackers,Yahir,Zamora,19,C,25,20,50,25,25,30,20,40,30,,,,,,66,83,50,80,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
col,Columbus Wayfinders,INTERNATIONAL,Puerto Plata Wayfinder Academy,Zeke,Gable,18,SS,25,20,55,25,20,25,30,45,25,,,,,,77,90,55,93,defense,on_track,Academy middle-infield glove project,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as academy middle-infield glove project.
pit,Pittsburgh Smokestack,AA,Erie Chimney Swifts,Alden,Novak,23,SP,50,45,70,20,20,20,20,30,55,60,50,60,55,65,91,60,67,71,breaking,ahead_of_curve,Top ranked pitching prospect / rotation or leverage upside,"Starter traits with enough pitch mix to stay in a rotation; breaking-ball quality is the carrying skill. Fits the org identity around pitching, defense, and grinder bats shaped for a pitcher-leaning park."
pit,Pittsburgh Smokestack,AA,Erie Chimney Swifts,Brody,Ullman,23,SS,45,40,70,45,45,40,55,65,45,,,,,,66,72,79,86,tools,ahead_of_curve,Impact follow prospect / everyday or rotation path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around pitching, defense, and grinder bats shaped for a pitcher-leaning park."
pit,Pittsburgh Smokestack,A_PLUS,Wheeling Coaljacks,Cade,Corvin,21,SP,40,35,60,20,20,20,20,30,40,45,50,50,40,45,80,84,42,64,control,on_track,Scarcity-position prospect / above-average role path,"Starter traits with enough pitch mix to stay in a rotation; command is the separator. Fits the org identity around pitching, defense, and grinder bats shaped for a pitcher-leaning park."
pit,Pittsburgh Smokestack,AA,Erie Chimney Swifts,Dante,Jovic,22,3B,40,35,60,40,60,35,35,45,40,,,,,,94,96,54,79,power,on_track,Athletic regular upside,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as athletic regular upside.
pit,Pittsburgh Smokestack,AAA,Altoona Blacktops,Ezra,Rocha,25,CL,50,45,60,20,20,20,25,30,55,60,50,40,60,65,69,66,66,94,breaking,on_track,Near-ready relief or swingman option,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as near-ready relief or swingman option.
pit,Pittsburgh Smokestack,A_PLUS,Wheeling Coaljacks,Finnian,Zeller,21,1B,35,25,60,35,55,30,30,40,35,,,,,,83,78,78,72,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
pit,Pittsburgh Smokestack,A,Johnstown Soot Owls,Gianni,Gaitan,20,2B,35,25,55,35,30,35,40,60,35,,,,,,58,90,90,87,defense,on_track,Defense/speed development prospect,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense/speed development prospect.
pit,Pittsburgh Smokestack,A,Johnstown Soot Owls,Holden,Noriega,20,RP,30,20,60,20,20,20,25,30,30,35,25,20,50,35,72,60,53,65,velocity,on_track,Raw arm with starter traits,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as raw arm with starter traits.
pit,Pittsburgh Smokestack,ROOKIE,Monongahela Flues,Ismael,Wirth,19,LF,30,20,60,30,40,35,25,40,30,,,,,,86,72,65,80,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
pit,Pittsburgh Smokestack,INTERNATIONAL,Barquisimeto Smokestack Academy,Jude,Easton,18,SS,30,20,60,30,25,30,35,55,30,,,,,,61,84,77,95,defense,bust_risk,International/rookie upside lottery ticket,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as international/rookie upside lottery ticket.
pit,Pittsburgh Smokestack,AAA,Altoona Blacktops,Kieran,Lark,27,C,45,40,50,45,45,50,35,65,50,,,,,,81,83,61,88,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
pit,Pittsburgh Smokestack,AAA,Altoona Blacktops,Leandro,Sato,26,2B,45,40,50,45,40,45,50,70,45,,,,,,92,90,66,64,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
pit,Pittsburgh Smokestack,AAA,Altoona Blacktops,Micah,Albright,27,LF,45,40,50,45,55,50,40,55,45,,,,,,64,55,71,77,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
pit,Pittsburgh Smokestack,AAA,Altoona Blacktops,Niko,Halberg,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,50,75,62,76,90,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
pit,Pittsburgh Smokestack,AA,Erie Chimney Swifts,Ozzie,Ortega,24,CL,40,35,55,20,20,20,25,30,45,50,40,30,50,55,86,69,81,66,breaking,on_track,Middle-relief shuttle candidate,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as middle-relief shuttle candidate.
pit,Pittsburgh Smokestack,AA,Erie Chimney Swifts,Pierce,Yoon,24,RF,40,35,55,40,50,45,35,50,40,,,,,,58,76,86,79,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
pit,Pittsburgh Smokestack,A_PLUS,Wheeling Coaljacks,Rowan,Frost,22,SS,35,25,55,35,30,35,40,60,35,,,,,,69,83,42,92,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
pit,Pittsburgh Smokestack,A,Johnstown Soot Owls,Sterling,Merritt,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,35,80,90,47,68,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
pit,Pittsburgh Smokestack,ROOKIE,Monongahela Flues,Tristan,Torres,19,C,25,20,50,25,25,30,20,45,30,,,,,,91,55,52,81,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
pit,Pittsburgh Smokestack,INTERNATIONAL,Barquisimeto Smokestack Academy,Victor,Briar,18,RP,25,20,55,20,20,20,25,30,25,30,20,20,45,30,63,62,57,94,velocity,on_track,Academy arm strength project,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as academy arm strength project.
kc,Kansas City BBQ Fountains,AAA,Wichita Pitmasters,Wyatt,Irizarry,24,CF,50,45,70,50,50,45,60,65,50,,,,,,77,74,69,72,tools,ahead_of_curve,Top ranked prospect / potential impact regular,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around speed, defense, and affordable depth; avoid stacking extra 80-grade minor leaguers because kc already has cornerstone overrides."
kc,Kansas City BBQ Fountains,AA,Topeka Sauce Kings,Xander,Pryce,23,CF,45,40,65,45,45,40,55,60,45,,,,,,91,86,81,87,tools,on_track,Impact follow prospect / everyday or rotation path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around speed, defense, and affordable depth; avoid stacking extra 80-grade minor leaguers because kc already has cornerstone overrides."
kc,Kansas City BBQ Fountains,A_PLUS,Omaha Smoke Rings,Yosef,Yanez,21,SS,40,35,65,40,40,35,50,55,40,,,,,,66,56,44,65,tools,on_track,Scarcity-position prospect / above-average role path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around speed, defense, and affordable depth; avoid stacking extra 80-grade minor leaguers because kc already has cornerstone overrides."
kc,Kansas City BBQ Fountains,AA,Topeka Sauce Kings,Zev,Fujiwara,22,SP,40,35,60,20,20,20,20,30,45,45,40,60,45,40,80,68,56,80,stamina,on_track,Athletic regular upside,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as athletic regular upside.
kc,Kansas City BBQ Fountains,AAA,Wichita Pitmasters,Ari,Noriega,25,SP,45,40,60,20,20,20,20,30,50,50,45,65,50,45,94,80,68,95,stamina,on_track,Near-ready relief or swingman option,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as near-ready relief or swingman option.
kc,Kansas City BBQ Fountains,A_PLUS,Omaha Smoke Rings,Bento,Wirth,21,LF,35,25,60,35,55,30,30,35,35,,,,,,69,92,80,73,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
kc,Kansas City BBQ Fountains,A,Lawrence Burnt Ends,Caleb,Easton,20,CF,35,25,55,35,30,35,40,55,35,,,,,,83,62,43,88,defense,on_track,Defense/speed development prospect,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense/speed development prospect.
kc,Kansas City BBQ Fountains,A,Lawrence Burnt Ends,Dario,Lark,20,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,30,58,74,55,66,stamina,on_track,Raw arm with starter traits,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as raw arm with starter traits.
kc,Kansas City BBQ Fountains,ROOKIE,Independence Rib Tips,Elias,Sato,19,1B,30,20,60,30,40,35,25,35,30,,,,,,72,86,67,81,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
kc,Kansas City BBQ Fountains,INTERNATIONAL,Managua BBQ Academy,Fynn,Albright,18,CF,30,20,60,30,25,30,35,50,30,,,,,,86,56,79,96,defense,bust_risk,International/rookie upside lottery ticket,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as international/rookie upside lottery ticket.
kc,Kansas City BBQ Fountains,AAA,Wichita Pitmasters,Gideon,Halberg,27,C,45,40,50,45,45,50,35,60,50,,,,,,67,55,63,89,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
kc,Kansas City BBQ Fountains,AAA,Wichita Pitmasters,Harlan,Ortega,26,2B,45,40,50,45,40,45,50,65,45,,,,,,78,62,68,65,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
kc,Kansas City BBQ Fountains,AAA,Wichita Pitmasters,Isaak,Yoon,27,CF,45,40,50,45,40,45,50,65,45,,,,,,89,69,73,78,defense,on_track,Left-handed bench outfield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as left-handed bench outfield depth.
kc,Kansas City BBQ Fountains,AAA,Wichita Pitmasters,Jalen,Frost,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,45,61,76,78,91,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
kc,Kansas City BBQ Fountains,AA,Topeka Sauce Kings,Keon,Merritt,24,RP,40,35,55,20,20,20,25,30,45,45,35,30,60,40,72,83,83,67,velocity,on_track,Middle-relief shuttle candidate,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as middle-relief shuttle candidate.
kc,Kansas City BBQ Fountains,AA,Topeka Sauce Kings,Luca,Torres,24,RF,40,35,55,40,50,45,35,45,40,,,,,,83,90,88,80,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
kc,Kansas City BBQ Fountains,A_PLUS,Omaha Smoke Rings,Mateo,Briar,22,SS,35,25,55,35,30,35,40,55,35,,,,,,94,55,44,93,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
kc,Kansas City BBQ Fountains,A,Lawrence Burnt Ends,Nolan,Irizarry,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,30,66,62,49,69,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
kc,Kansas City BBQ Fountains,ROOKIE,Independence Rib Tips,Omar,Pryce,19,C,25,20,50,25,25,30,20,40,30,,,,,,77,69,54,82,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
kc,Kansas City BBQ Fountains,INTERNATIONAL,Managua BBQ Academy,Pascal,Yanez,18,SS,25,20,55,25,20,25,30,45,25,,,,,,88,76,59,95,defense,on_track,Academy middle-infield glove project,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as academy middle-infield glove project.
msp,Minneapolis Frost Giants,A_PLUS,Rochester Snowdrifts,Quinn,Fujiwara,21,RF,40,35,70,40,60,35,35,40,40,,,,,,63,88,71,73,power,ahead_of_curve,Top ranked prospect / potential impact regular,"Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Fits the org identity around cold-weather strength, athletic outfielders, power arms, and durable two-way competitors."
msp,Minneapolis Frost Giants,AA,Duluth Lake Giants,Rafael,Matsu,23,C,45,40,65,45,45,45,35,65,50,,,,,,77,58,83,88,defense,on_track,Impact follow prospect / everyday or rotation path,"Catcher with staff-handling traits and a realistic defensive path; defense gives the profile a safer floor. Fits the org identity around cold-weather strength, athletic outfielders, power arms, and durable two-way competitors."
msp,Minneapolis Frost Giants,A_PLUS,Rochester Snowdrifts,Silas,Varela,21,CF,40,35,60,40,40,35,50,55,40,,,,,,91,70,46,66,tools,on_track,Scarcity-position prospect / above-average role path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around cold-weather strength, athletic outfielders, power arms, and durable two-way competitors."
msp,Minneapolis Frost Giants,AA,Duluth Lake Giants,Theo,Delrio,22,RF,40,35,60,40,60,35,35,40,40,,,,,,66,82,58,81,power,on_track,Athletic regular upside,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as athletic regular upside.
msp,Minneapolis Frost Giants,AAA,St. Paul Icebreakers,Ulises,Kessler,25,RP,50,45,60,20,20,20,25,30,55,55,45,40,70,50,80,94,70,96,velocity,on_track,Near-ready relief or swingman option,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as near-ready relief or swingman option.
